sub_id,step,action,held,target,yield,max_level,points,total_points,log_total_points,held_shape,held_texture,held_level,target_shape,target_texture,target_level,yield_shape,yield_texture,yield_level,condition,version
70,17,combine,square_dots_0,diamond_plain_0,,0,0,0,0,square,dots,0,diamond,plain,0,,,0,medium,original
70,18,combine,square_dots_0,diamond_checkered_0,,0,0,0,0,square,dots,0,diamond,checkered,0,,,0,medium,original
70,19,combine,square_dots_0,square_checkered_0,,0,0,0,0,square,dots,0,square,checkered,0,,,0,medium,original
70,20,combine,square_dots_0,square_stripes_0,,0,0,0,0,square,dots,0,square,stripes,0,,,0,medium,original
70,21,combine,square_dots_0,square_plain_0,,0,0,0,0,square,dots,0,square,plain,0,,,0,medium,original
70,22,combine,square_dots_0,square_checkered_0,,0,0,0,0,square,dots,0,square,checkered,0,,,0,medium,original
70,23,consume,square_dots_0,,,0,1,1,0,square,dots,0,,,0,,,0,medium,original
70,24,combine,square_dots_0,square_checkered_0,,0,0,1,0,square,dots,0,square,checkered,0,,,0,medium,original
70,25,combine,square_dots_0,square_checkered_0,,0,0,1,0,square,dots,0,square,checkered,0,,,0,medium,original
70,26,consume,square_dots_0,,,0,1,2,0.693147180559945,square,dots,0,,,0,,,0,medium,original
70,27,consume,diamond_plain_0,,,0,1,3,1.09861228866811,diamond,plain,0,,,0,,,0,medium,original
70,28,consume,circle_dots_0,,,0,1,4,1.38629436111989,circle,dots,0,,,0,,,0,medium,original
70,29,consume,square_plain_0,,,0,1,5,1.6094379124341,square,plain,0,,,0,,,0,medium,original
70,30,consume,diamond_checkered_0,,,0,1,6,1.79175946922805,diamond,checkered,0,,,0,,,0,medium,original
70,31,consume,diamond_stripes_0,,,0,1,7,1.94591014905531,diamond,stripes,0,,,0,,,0,medium,original
70,32,consume,triangle_stripes_0,,,0,1,8,2.07944154167984,triangle,stripes,0,,,0,,,0,medium,original
70,33,consume,circle_dots_0,,,0,1,9,2.19722457733622,circle,dots,0,,,0,,,0,medium,original
70,34,consume,circle_stripes_0,,,0,1,10,2.30258509299405,circle,stripes,0,,,0,,,0,medium,original
70,35,consume,square_stripes_0,,,0,1,11,2.39789527279837,square,stripes,0,,,0,,,0,medium,original
70,36,consume,triangle_checkered_0,,,0,1,12,2.484906649788,triangle,checkered,0,,,0,,,0,medium,original
70,37,combine,diamond_dots_0,triangle_dots_0,,0,0,12,2.484906649788,diamond,dots,0,triangle,dots,0,,,0,medium,original
70,38,combine,diamond_dots_0,triangle_dots_0,,0,0,12,2.484906649788,diamond,dots,0,triangle,dots,0,,,0,medium,original
70,39,combine,diamond_dots_0,diamond_checkered_0,,0,0,12,2.484906649788,diamond,dots,0,diamond,checkered,0,,,0,medium,original
70,40,combine,diamond_dots_0,circle_checkered_0,,0,0,12,2.484906649788,diamond,dots,0,circle,checkered,0,,,0,medium,original
71,1,combine,triangle_checkered_0,square_checkered_0,,0,0,0,0,triangle,checkered,0,square,checkered,0,,,0,medium,original
71,2,combine,triangle_checkered_0,triangle_stripes_0,,0,0,0,0,triangle,checkered,0,triangle,stripes,0,,,0,medium,original
71,3,combine,triangle_checkered_0,circle_stripes_0,,0,0,0,0,triangle,checkered,0,circle,stripes,0,,,0,medium,original
71,4,combine,triangle_plain_0,circle_plain_0,,0,0,0,0,triangle,plain,0,circle,plain,0,,,0,medium,original
71,5,combine,square_plain_0,diamond_plain_0,,0,0,0,0,square,plain,0,diamond,plain,0,,,0,medium,original
71,6,combine,square_plain_0,triangle_checkered_0,,0,0,0,0,square,plain,0,triangle,checkered,0,,,0,medium,original
71,7,combine,triangle_checkered_0,circle_dots_0,,0,0,0,0,triangle,checkered,0,circle,dots,0,,,0,medium,original
71,8,combine,triangle_checkered_0,circle_stripes_0,,0,0,0,0,triangle,checkered,0,circle,stripes,0,,,0,medium,original
71,9,combine,triangle_checkered_0,circle_plain_0,,0,0,0,0,triangle,checkered,0,circle,plain,0,,,0,medium,original
71,10,combine,triangle_checkered_0,circle_checkered_0,,0,0,0,0,triangle,checkered,0,circle,checkered,0,,,0,medium,original
71,11,combine,triangle_checkered_0,circle_stripes_0,,0,0,0,0,triangle,checkered,0,circle,stripes,0,,,0,medium,original
71,12,combine,square_stripes_0,diamond_stripes_0,,0,0,0,0,square,stripes,0,diamond,stripes,0,,,0,medium,original
71,13,combine,square_stripes_0,diamond_dots_0,,0,0,0,0,square,stripes,0,diamond,dots,0,,,0,medium,original
71,14,combine,square_stripes_0,diamond_plain_0,,0,0,0,0,square,stripes,0,diamond,plain,0,,,0,medium,original
71,15,combine,diamond_plain_0,square_plain_0,,0,0,0,0,diamond,plain,0,square,plain,0,,,0,medium,original
71,16,combine,diamond_plain_0,square_checkered_0,,0,0,0,0,diamond,plain,0,square,checkered,0,,,0,medium,original
71,17,combine,diamond_plain_0,square_dots_0,,0,0,0,0,diamond,plain,0,square,dots,0,,,0,medium,original
71,18,combine,diamond_plain_0,square_stripes_0,,0,0,0,0,diamond,plain,0,square,stripes,0,,,0,medium,original
71,19,combine,circle_checkered_0,triangle_plain_0,,0,0,0,0,circle,checkered,0,triangle,plain,0,,,0,medium,original
71,20,combine,circle_checkered_0,triangle_stripes_0,,0,0,0,0,circle,checkered,0,triangle,stripes,0,,,0,medium,original
71,21,combine,circle_checkered_0,triangle_dots_0,,0,0,0,0,circle,checkered,0,triangle,dots,0,,,0,medium,original
71,22,combine,circle_checkered_0,triangle_checkered_0,,0,0,0,0,circle,checkered,0,triangle,checkered,0,,,0,medium,original
71,23,combine,diamond_stripes_0,square_plain_0,,0,0,0,0,diamond,stripes,0,square,plain,0,,,0,medium,original
71,24,combine,diamond_stripes_0,square_checkered_0,,0,0,0,0,diamond,stripes,0,square,checkered,0,,,0,medium,original
71,25,combine,diamond_stripes_0,square_dots_0,,0,0,0,0,diamond,stripes,0,square,dots,0,,,0,medium,original
71,26,combine,diamond_stripes_0,square_stripes_0,,0,0,0,0,diamond,stripes,0,square,stripes,0,,,0,medium,original
71,27,combine,circle_stripes_0,triangle_checkered_0,,0,0,0,0,circle,stripes,0,triangle,checkered,0,,,0,medium,original
71,28,combine,circle_stripes_0,triangle_stripes_0,,0,0,0,0,circle,stripes,0,triangle,stripes,0,,,0,medium,original
71,29,combine,circle_stripes_0,triangle_dots_0,,0,0,0,0,circle,stripes,0,triangle,dots,0,,,0,medium,original
71,30,combine,circle_stripes_0,triangle_plain_0,,0,0,0,0,circle,stripes,0,triangle,plain,0,,,0,medium,original
71,31,combine,circle_checkered_0,triangle_checkered_0,,0,0,0,0,circle,checkered,0,triangle,checkered,0,,,0,medium,original
71,32,combine,circle_checkered_0,triangle_stripes_0,,0,0,0,0,circle,checkered,0,triangle,stripes,0,,,0,medium,original
71,33,combine,circle_checkered_0,triangle_dots_0,,0,0,0,0,circle,checkered,0,triangle,dots,0,,,0,medium,original
71,34,combine,circle_checkered_0,triangle_plain_0,,0,0,0,0,circle,checkered,0,triangle,plain,0,,,0,medium,original
71,35,combine,circle_dots_0,triangle_plain_0,,0,0,0,0,circle,dots,0,triangle,plain,0,,,0,medium,original
71,36,combine,circle_dots_0,triangle_dots_0,,0,0,0,0,circle,dots,0,triangle,dots,0,,,0,medium,original
71,37,combine,circle_dots_0,triangle_stripes_0,,0,0,0,0,circle,dots,0,triangle,stripes,0,,,0,medium,original
71,38,combine,circle_dots_0,triangle_checkered_0,,0,0,0,0,circle,dots,0,triangle,checkered,0,,,0,medium,original
71,39,combine,circle_checkered_0,circle_plain_0,,0,0,0,0,circle,checkered,0,circle,plain,0,,,0,medium,original
71,40,combine,square_dots_0,circle_stripes_0,square_stripes_1,1,0,0,0,square,dots,0,circle,stripes,0,square,stripes,1,medium,original
72,1,combine,diamond_checkered_0,triangle_stripes_0,,0,0,0,0,diamond,checkered,0,triangle,stripes,0,,,0,hard,original
72,2,combine,diamond_checkered_0,triangle_checkered_0,diamond_checkered_1,1,0,0,0,diamond,checkered,0,triangle,checkered,0,diamond,checkered,1,hard,original
72,3,combine,diamond_checkered_1,triangle_dots_0,diamond_dots_2,2,0,0,0,diamond,checkered,1,triangle,dots,0,diamond,dots,2,hard,original
72,4,combine,diamond_dots_2,triangle_checkered_0,diamond_checkered_3,3,0,0,0,diamond,dots,2,triangle,checkered,0,diamond,checkered,3,hard,original
72,5,combine,diamond_checkered_3,triangle_dots_0,diamond_dots_4,4,0,0,0,diamond,checkered,3,triangle,dots,0,diamond,dots,4,hard,original
72,6,consume,diamond_dots_4,,,4,10000,10000,9.21034037197618,diamond,dots,4,,,0,,,0,hard,original
72,7,combine,circle_stripes_0,square_stripes_0,circle_stripes_1,4,0,10000,9.21034037197618,circle,stripes,0,square,stripes,0,circle,stripes,1,hard,original
72,8,combine,circle_stripes_1,square_stripes_0,circle_stripes_2,4,0,10000,9.21034037197618,circle,stripes,1,square,stripes,0,circle,stripes,2,hard,original
72,9,consume,circle_stripes_2,,,4,100,10100,9.22029070282935,circle,stripes,2,,,0,,,0,hard,original
72,10,combine,circle_checkered_0,square_dots_0,circle_dots_1,4,0,10100,9.22029070282935,circle,checkered,0,square,dots,0,circle,dots,1,hard,original
72,11,combine,circle_dots_1,square_checkered_0,circle_checkered_2,4,0,10100,9.22029070282935,circle,dots,1,square,checkered,0,circle,checkered,2,hard,original
72,12,combine,circle_checkered_2,square_dots_0,circle_dots_3,4,0,10100,9.22029070282935,circle,checkered,2,square,dots,0,circle,dots,3,hard,original
72,13,combine,circle_dots_3,square_checkered_0,circle_checkered_4,4,0,10100,9.22029070282935,circle,dots,3,square,checkered,0,circle,checkered,4,hard,original
72,14,combine,circle_checkered_4,circle_checkered_0,,4,0,10100,9.22029070282935,circle,checkered,4,circle,checkered,0,,,0,hard,original
72,15,consume,circle_checkered_4,,,4,10000,20100,9.90847509404717,circle,checkered,4,,,0,,,0,hard,original
72,16,combine,diamond_stripes_0,triangle_stripes_0,diamond_stripes_1,4,0,20100,9.90847509404717,diamond,stripes,0,triangle,stripes,0,diamond,stripes,1,hard,original
72,17,combine,diamond_stripes_1,triangle_stripes_0,diamond_stripes_2,4,0,20100,9.90847509404717,diamond,stripes,1,triangle,stripes,0,diamond,stripes,2,hard,original
72,18,consume,diamond_stripes_2,,,4,100,20200,9.9134378833893,diamond,stripes,2,,,0,,,0,hard,original
72,19,combine,circle_plain_0,square_plain_0,circle_plain_1,4,0,20200,9.9134378833893,circle,plain,0,square,plain,0,circle,plain,1,hard,original
72,20,combine,circle_plain_1,square_plain_0,circle_plain_2,4,0,20200,9.9134378833893,circle,plain,1,square,plain,0,circle,plain,2,hard,original
72,21,combine,circle_plain_2,diamond_checkered_0,,4,0,20200,9.9134378833893,circle,plain,2,diamond,checkered,0,,,0,hard,original
72,22,combine,circle_plain_2,circle_checkered_0,,4,0,20200,9.9134378833893,circle,plain,2,circle,checkered,0,,,0,hard,original
72,23,consume,circle_plain_2,,,4,100,20300,9.91837616502988,circle,plain,2,,,0,,,0,hard,original
72,24,combine,diamond_plain_0,triangle_plain_0,diamond_plain_1,4,0,20300,9.91837616502988,diamond,plain,0,triangle,plain,0,diamond,plain,1,hard,original
72,25,combine,diamond_plain_1,triangle_plain_0,diamond_plain_2,4,0,20300,9.91837616502988,diamond,plain,1,triangle,plain,0,diamond,plain,2,hard,original
72,26,consume,diamond_plain_2,,,4,100,20400,9.92329017983231,diamond,plain,2,,,0,,,0,hard,original
72,27,combine,diamond_dots_0,circle_dots_0,,4,0,20400,9.92329017983231,diamond,dots,0,circle,dots,0,,,0,hard,original
72,28,combine,diamond_dots_0,diamond_stripes_0,,4,0,20400,9.92329017983231,diamond,dots,0,diamond,stripes,0,,,0,hard,original
72,29,combine,diamond_dots_0,diamond_plain_0,,4,0,20400,9.92329017983231,diamond,dots,0,diamond,plain,0,,,0,hard,original
72,30,combine,circle_checkered_0,diamond_checkered_0,,4,0,20400,9.92329017983231,circle,checkered,0,diamond,checkered,0,,,0,hard,original
72,31,consume,circle_checkered_0,,,4,1,20401,9.92333919823873,circle,checkered,0,,,0,,,0,hard,original
72,32,consume,circle_stripes_0,,,4,1,20402,9.92338821424246,circle,stripes,0,,,0,,,0,hard,original
72,33,combine,diamond_stripes_0,diamond_checkered_0,,4,0,20402,9.92338821424246,diamond,stripes,0,diamond,checkered,0,,,0,hard,original
72,34,consume,diamond_stripes_0,,,4,1,20403,9.92343722784375,diamond,stripes,0,,,0,,,0,hard,original
72,35,consume,diamond_dots_0,,,4,1,20404,9.92348623904282,diamond,dots,0,,,0,,,0,hard,original
72,36,consume,diamond_plain_0,,,4,1,20405,9.92353524783991,diamond,plain,0,,,0,,,0,hard,original
72,37,consume,circle_plain_0,,,4,1,20406,9.92358425423525,circle,plain,0,,,0,,,0,hard,original
72,38,consume,diamond_checkered_0,,,4,1,20407,9.92363325822908,diamond,checkered,0,,,0,,,0,hard,original
72,39,consume,circle_dots_0,,,4,1,20408,9.92368225982165,circle,dots,0,,,0,,,0,hard,original
72,40,consume,diamond_dots_0,,,4,1,20409,9.92373125901317,diamond,dots,0,,,0,,,0,hard,original
73,1,combine,triangle_plain_0,circle_stripes_0,,0,0,0,0,triangle,plain,0,circle,stripes,0,,,0,medium,original
73,2,combine,triangle_plain_0,diamond_plain_0,,0,0,0,0,triangle,plain,0,diamond,plain,0,,,0,medium,original
73,3,combine,triangle_plain_0,square_plain_0,,0,0,0,0,triangle,plain,0,square,plain,0,,,0,medium,original
73,4,combine,triangle_plain_0,circle_plain_0,,0,0,0,0,triangle,plain,0,circle,plain,0,,,0,medium,original
73,5,combine,square_plain_0,circle_plain_0,,0,0,0,0,square,plain,0,circle,plain,0,,,0,medium,original
73,6,combine,circle_plain_0,circle_dots_0,,0,0,0,0,circle,plain,0,circle,dots,0,,,0,medium,original
73,7,combine,triangle_checkered_0,circle_checkered_0,,0,0,0,0,triangle,checkered,0,circle,checkered,0,,,0,medium,original
73,8,combine,circle_checkered_0,square_checkered_0,,0,0,0,0,circle,checkered,0,square,checkered,0,,,0,medium,original
73,9,combine,diamond_plain_0,diamond_checkered_0,,0,0,0,0,diamond,plain,0,diamond,checkered,0,,,0,medium,original
73,10,combine,square_stripes_0,square_dots_0,,0,0,0,0,square,stripes,0,square,dots,0,,,0,medium,original
73,11,combine,triangle_stripes_0,square_stripes_0,,0,0,0,0,triangle,stripes,0,square,stripes,0,,,0,medium,original
73,12,consume,triangle_dots_0,,,0,1,1,0,triangle,dots,0,,,0,,,0,medium,original
73,13,combine,triangle_dots_0,circle_dots_0,,0,0,1,0,triangle,dots,0,circle,dots,0,,,0,medium,original
73,14,consume,triangle_dots_0,,,0,1,2,0.693147180559945,triangle,dots,0,,,0,,,0,medium,original
73,15,combine,circle_dots_0,circle_plain_0,,0,0,2,0.693147180559945,circle,dots,0,circle,plain,0,,,0,medium,original
73,16,consume,circle_dots_0,,,0,1,3,1.09861228866811,circle,dots,0,,,0,,,0,medium,original
73,17,combine,triangle_plain_0,triangle_checkered_0,,0,0,3,1.09861228866811,triangle,plain,0,triangle,checkered,0,,,0,medium,original
73,18,combine,triangle_plain_0,triangle_stripes_0,,0,0,3,1.09861228866811,triangle,plain,0,triangle,stripes,0,,,0,medium,original
73,19,combine,diamond_checkered_0,circle_checkered_0,,0,0,3,1.09861228866811,diamond,checkered,0,circle,checkered,0,,,0,medium,original
73,20,combine,diamond_checkered_0,square_checkered_0,,0,0,3,1.09861228866811,diamond,checkered,0,square,checkered,0,,,0,medium,original
73,21,combine,triangle_checkered_0,diamond_stripes_0,triangle_stripes_1,1,0,3,1.09861228866811,triangle,checkered,0,diamond,stripes,0,triangle,stripes,1,medium,original
73,22,combine,triangle_plain_0,diamond_dots_0,triangle_dots_1,1,0,3,1.09861228866811,triangle,plain,0,diamond,dots,0,triangle,dots,1,medium,original
73,23,combine,circle_stripes_0,square_plain_0,circle_plain_1,1,0,3,1.09861228866811,circle,stripes,0,square,plain,0,circle,plain,1,medium,original
73,24,combine,circle_checkered_0,square_checkered_0,,1,0,3,1.09861228866811,circle,checkered,0,square,checkered,0,,,0,medium,original
73,25,combine,square_plain_0,circle_checkered_0,square_checkered_1,1,0,3,1.09861228866811,square,plain,0,circle,checkered,0,square,checkered,1,medium,original
73,26,combine,square_checkered_1,circle_plain_1,square_plain_2,2,0,3,1.09861228866811,square,checkered,1,circle,plain,1,square,plain,2,medium,original
73,27,consume,triangle_stripes_1,,,2,10,13,2.56494935746154,triangle,stripes,1,,,0,,,0,medium,original
73,28,combine,diamond_stripes_0,triangle_plain_0,diamond_plain_1,2,0,13,2.56494935746154,diamond,stripes,0,triangle,plain,0,diamond,plain,1,medium,original
73,29,combine,diamond_dots_0,triangle_stripes_0,diamond_stripes_1,2,0,13,2.56494935746154,diamond,dots,0,triangle,stripes,0,diamond,stripes,1,medium,original
73,30,combine,circle_plain_0,square_checkered_0,circle_checkered_1,2,0,13,2.56494935746154,circle,plain,0,square,checkered,0,circle,checkered,1,medium,original
73,31,combine,square_dots_0,circle_plain_0,square_plain_1,2,0,13,2.56494935746154,square,dots,0,circle,plain,0,square,plain,1,medium,original
73,32,combine,square_plain_1,circle_checkered_1,square_checkered_2,2,0,13,2.56494935746154,square,plain,1,circle,checkered,1,square,checkered,2,medium,original
73,33,combine,diamond_plain_1,triangle_dots_1,diamond_dots_2,2,0,13,2.56494935746154,diamond,plain,1,triangle,dots,1,diamond,dots,2,medium,original
73,34,combine,diamond_plain_0,triangle_stripes_0,diamond_stripes_1,2,0,13,2.56494935746154,diamond,plain,0,triangle,stripes,0,diamond,stripes,1,medium,original
73,35,combine,diamond_stripes_1,diamond_stripes_1,,2,0,13,2.56494935746154,diamond,stripes,1,diamond,stripes,1,,,0,medium,original
73,36,consume,diamond_stripes_1,,,2,10,23,3.13549421592915,diamond,stripes,1,,,0,,,0,medium,original
73,37,consume,diamond_stripes_1,,,2,10,33,3.49650756146648,diamond,stripes,1,,,0,,,0,medium,original
73,38,consume,diamond_dots_2,,,2,100,133,4.89034912822175,diamond,dots,2,,,0,,,0,medium,original
73,39,consume,square_checkered_2,,,2,100,233,5.4510384535657,square,checkered,2,,,0,,,0,medium,original
73,40,consume,square_plain_2,,,2,100,333,5.80814248998044,square,plain,2,,,0,,,0,medium,original
74,1,combine,diamond_checkered_0,triangle_stripes_0,,0,0,0,0,diamond,checkered,0,triangle,stripes,0,,,0,hard,original
74,2,combine,diamond_checkered_0,circle_dots_0,,0,0,0,0,diamond,checkered,0,circle,dots,0,,,0,hard,original
74,3,combine,diamond_checkered_0,diamond_stripes_0,,0,0,0,0,diamond,checkered,0,diamond,stripes,0,,,0,hard,original
74,4,consume,diamond_checkered_0,,,0,1,1,0,diamond,checkered,0,,,0,,,0,hard,original
74,5,combine,triangle_plain_0,square_plain_0,,0,0,1,0,triangle,plain,0,square,plain,0,,,0,hard,original
74,6,combine,triangle_plain_0,circle_plain_0,,0,0,1,0,triangle,plain,0,circle,plain,0,,,0,hard,original
74,7,combine,triangle_plain_0,diamond_checkered_0,triangle_checkered_1,1,0,1,0,triangle,plain,0,diamond,checkered,0,triangle,checkered,1,hard,original
74,8,combine,triangle_checkered_1,triangle_dots_0,,1,0,1,0,triangle,checkered,1,triangle,dots,0,,,0,hard,original
74,9,combine,triangle_checkered_1,triangle_checkered_0,,1,0,1,0,triangle,checkered,1,triangle,checkered,0,,,0,hard,original
74,10,combine,triangle_checkered_1,triangle_stripes_0,,1,0,1,0,triangle,checkered,1,triangle,stripes,0,,,0,hard,original
74,11,combine,triangle_checkered_1,circle_dots_0,,1,0,1,0,triangle,checkered,1,circle,dots,0,,,0,hard,original
74,12,consume,triangle_checkered_1,,,1,10,11,2.39789527279837,triangle,checkered,1,,,0,,,0,hard,original
74,13,combine,triangle_plain_0,diamond_stripes_0,triangle_stripes_1,1,0,11,2.39789527279837,triangle,plain,0,diamond,stripes,0,triangle,stripes,1,hard,original
74,14,combine,triangle_stripes_1,square_checkered_0,,1,0,11,2.39789527279837,triangle,stripes,1,square,checkered,0,,,0,hard,original
74,15,combine,triangle_stripes_1,diamond_plain_0,triangle_plain_2,2,0,11,2.39789527279837,triangle,stripes,1,diamond,plain,0,triangle,plain,2,hard,original
74,16,combine,triangle_plain_2,triangle_checkered_0,,2,0,11,2.39789527279837,triangle,plain,2,triangle,checkered,0,,,0,hard,original
74,17,combine,triangle_plain_2,diamond_dots_0,triangle_dots_3,3,0,11,2.39789527279837,triangle,plain,2,diamond,dots,0,triangle,dots,3,hard,original
74,18,combine,triangle_dots_3,triangle_dots_0,,3,0,11,2.39789527279837,triangle,dots,3,triangle,dots,0,,,0,hard,original
74,19,consume,triangle_dots_3,,,3,1000,1011,6.91869521902047,triangle,dots,3,,,0,,,0,hard,original
74,20,combine,diamond_stripes_0,triangle_dots_0,diamond_dots_1,3,0,1011,6.91869521902047,diamond,stripes,0,triangle,dots,0,diamond,dots,1,hard,original
74,21,combine,diamond_dots_1,triangle_stripes_0,,3,0,1011,6.91869521902047,diamond,dots,1,triangle,stripes,0,,,0,hard,original
74,22,combine,diamond_dots_1,triangle_checkered_0,diamond_checkered_2,3,0,1011,6.91869521902047,diamond,dots,1,triangle,checkered,0,diamond,checkered,2,hard,original
74,23,combine,diamond_checkered_2,diamond_dots_0,,3,0,1011,6.91869521902047,diamond,checkered,2,diamond,dots,0,,,0,hard,original
74,24,combine,diamond_checkered_2,triangle_dots_0,diamond_dots_3,3,0,1011,6.91869521902047,diamond,checkered,2,triangle,dots,0,diamond,dots,3,hard,original
74,25,combine,diamond_dots_3,triangle_checkered_0,diamond_checkered_4,4,0,1011,6.91869521902047,diamond,dots,3,triangle,checkered,0,diamond,checkered,4,hard,original
74,26,combine,diamond_checkered_4,triangle_stripes_0,,4,0,1011,6.91869521902047,diamond,checkered,4,triangle,stripes,0,,,0,hard,original
74,27,combine,diamond_checkered_4,diamond_plain_0,,4,0,1011,6.91869521902047,diamond,checkered,4,diamond,plain,0,,,0,hard,original
74,28,combine,diamond_checkered_4,diamond_dots_0,,4,0,1011,6.91869521902047,diamond,checkered,4,diamond,dots,0,,,0,hard,original
74,29,consume,diamond_checkered_4,,,4,10000,11011,9.30665005211359,diamond,checkered,4,,,0,,,0,hard,original
74,30,combine,diamond_dots_0,triangle_stripes_0,,4,0,11011,9.30665005211359,diamond,dots,0,triangle,stripes,0,,,0,hard,original
74,31,combine,diamond_dots_0,diamond_plain_0,,4,0,11011,9.30665005211359,diamond,dots,0,diamond,plain,0,,,0,hard,original
74,32,consume,diamond_dots_0,,,4,1,11012,9.3067408662625,diamond,dots,0,,,0,,,0,hard,original
74,33,combine,circle_plain_0,square_stripes_0,circle_stripes_1,4,0,11012,9.3067408662625,circle,plain,0,square,stripes,0,circle,stripes,1,hard,original
74,34,combine,circle_stripes_1,square_plain_0,circle_plain_2,4,0,11012,9.3067408662625,circle,stripes,1,square,plain,0,circle,plain,2,hard,original
74,35,combine,circle_plain_2,square_dots_0,circle_dots_3,4,0,11012,9.3067408662625,circle,plain,2,square,dots,0,circle,dots,3,hard,original
74,36,combine,circle_dots_3,square_checkered_0,circle_checkered_4,4,0,11012,9.3067408662625,circle,dots,3,square,checkered,0,circle,checkered,4,hard,original
74,37,combine,circle_checkered_4,square_stripes_0,,4,0,11012,9.3067408662625,circle,checkered,4,square,stripes,0,,,0,hard,original
74,38,combine,circle_checkered_4,square_plain_0,,4,0,11012,9.3067408662625,circle,checkered,4,square,plain,0,,,0,hard,original
74,39,consume,circle_checkered_4,,,4,10000,21012,9.95284898207385,circle,checkered,4,,,0,,,0,hard,original
74,40,combine,circle_plain_0,square_plain_0,circle_plain_1,4,0,21012,9.95284898207385,circle,plain,0,square,plain,0,circle,plain,1,hard,original
75,1,consume,circle_stripes_0,,,0,1,1,0,circle,stripes,0,,,0,,,0,medium,original
75,2,combine,circle_plain_0,square_checkered_0,circle_checkered_1,1,0,1,0,circle,plain,0,square,checkered,0,circle,checkered,1,medium,original
75,3,combine,circle_checkered_1,square_stripes_0,circle_stripes_2,2,0,1,0,circle,checkered,1,square,stripes,0,circle,stripes,2,medium,original
75,4,combine,circle_stripes_2,square_checkered_0,circle_checkered_3,3,0,1,0,circle,stripes,2,square,checkered,0,circle,checkered,3,medium,original
75,5,combine,circle_checkered_3,square_dots_0,circle_dots_4,4,0,1,0,circle,checkered,3,square,dots,0,circle,dots,4,medium,original
75,6,combine,circle_dots_4,square_plain_0,circle_plain_5,5,0,1,0,circle,dots,4,square,plain,0,circle,plain,5,medium,original
75,7,combine,circle_plain_0,square_dots_0,circle_dots_1,5,0,1,0,circle,plain,0,square,dots,0,circle,dots,1,medium,original
75,8,combine,circle_dots_1,square_stripes_0,circle_stripes_2,5,0,1,0,circle,dots,1,square,stripes,0,circle,stripes,2,medium,original
75,9,combine,circle_stripes_2,square_plain_0,circle_plain_3,5,0,1,0,circle,stripes,2,square,plain,0,circle,plain,3,medium,original
75,10,combine,diamond_checkered_0,triangle_dots_0,diamond_dots_1,5,0,1,0,diamond,checkered,0,triangle,dots,0,diamond,dots,1,medium,original
75,11,combine,diamond_dots_1,triangle_plain_0,diamond_plain_2,5,0,1,0,diamond,dots,1,triangle,plain,0,diamond,plain,2,medium,original
75,12,combine,diamond_plain_2,diamond_stripes_0,,5,0,1,0,diamond,plain,2,diamond,stripes,0,,,0,medium,original
75,13,combine,diamond_plain_2,diamond_stripes_0,,5,0,1,0,diamond,plain,2,diamond,stripes,0,,,0,medium,original
75,14,combine,diamond_plain_2,triangle_dots_0,diamond_dots_3,5,0,1,0,diamond,plain,2,triangle,dots,0,diamond,dots,3,medium,original
75,15,combine,diamond_dots_3,triangle_checkered_0,diamond_checkered_4,5,0,1,0,diamond,dots,3,triangle,checkered,0,diamond,checkered,4,medium,original
75,16,combine,diamond_checkered_4,triangle_stripes_0,diamond_stripes_5,5,0,1,0,diamond,checkered,4,triangle,stripes,0,diamond,stripes,5,medium,original
75,17,combine,diamond_stripes_5,circle_plain_5,,5,0,1,0,diamond,stripes,5,circle,plain,5,,,0,medium,original
75,18,combine,triangle_plain_0,circle_stripes_0,,5,0,1,0,triangle,plain,0,circle,stripes,0,,,0,medium,original
75,19,combine,triangle_plain_0,diamond_plain_0,,5,0,1,0,triangle,plain,0,diamond,plain,0,,,0,medium,original
75,20,combine,triangle_plain_0,diamond_dots_0,triangle_dots_1,5,0,1,0,triangle,plain,0,diamond,dots,0,triangle,dots,1,medium,original
75,21,combine,triangle_dots_1,diamond_checkered_0,triangle_checkered_2,5,0,1,0,triangle,dots,1,diamond,checkered,0,triangle,checkered,2,medium,original
75,22,combine,triangle_checkered_2,diamond_stripes_0,triangle_stripes_3,5,0,1,0,triangle,checkered,2,diamond,stripes,0,triangle,stripes,3,medium,original
75,23,combine,triangle_stripes_3,diamond_plain_0,triangle_plain_4,5,0,1,0,triangle,stripes,3,diamond,plain,0,triangle,plain,4,medium,original
75,24,combine,triangle_plain_4,diamond_dots_0,triangle_dots_5,5,0,1,0,triangle,plain,4,diamond,dots,0,triangle,dots,5,medium,original
75,25,combine,triangle_dots_5,diamond_plain_0,,5,0,1,0,triangle,dots,5,diamond,plain,0,,,0,medium,original
75,26,combine,triangle_dots_5,circle_plain_5,,5,0,1,0,triangle,dots,5,circle,plain,5,,,0,medium,original
75,27,consume,circle_plain_3,,,5,1000,1001,6.90875477931522,circle,plain,3,,,0,,,0,medium,original
75,28,combine,triangle_stripes_0,circle_plain_5,,5,0,1001,6.90875477931522,triangle,stripes,0,circle,plain,5,,,0,medium,original
75,29,consume,triangle_stripes_0,,,5,1,1002,6.90975328164481,triangle,stripes,0,,,0,,,0,medium,original
75,30,consume,circle_plain_5,,,5,100000,101002,11.5228955976075,circle,plain,5,,,0,,,0,medium,original
75,31,consume,triangle_dots_5,,,5,100000,201002,12.2110701372405,triangle,dots,5,,,0,,,0,medium,original
